,gameId,playId,x_fb,y_fb,x_punt,y_punt,hangTime,dx_air,dy_air,dist_air,v_c,v_field_ratio,dx_bounce,dy_bounce,dist_bounce,cos_air_bounce,sin_air_bounce
0,2018090600,872,45,29.95,31.24,31.11,4.35,65.21000000000001,7.899999999999999,65.69,27.742638126444586,0.5443299716652678,13.89,10.550000000000004,17.44,15.057267468412244,8.802473740295332
1,2018090600,1850,41,23.36,27.3,24.63,4.53,72.21000000000001,-14.84,73.72,29.19235808625259,0.5574654379150829,1.1499999999999915,1.0399999999999991,1.55,0.9170903418339583,1.25019533369506
2,2018090600,3026,50,23.94,36.1,23.22,4.66,48.98,18.39,52.32,27.34247235439047,0.41062372362080735,8.64,-3.3299999999999983,9.26,6.9179759174311934,-6.154300458715595
3,2018090600,3736,31,25.59,17.47,26.64,4.2,54.400000000000006,19.560000000000002,57.81,26.35064441763218,0.5223510095667918,5.530000000000001,10.479999999999997,11.85,8.749711122643141,7.990749005362391
4,2018090900,575,36,23.63,22.18,24.7,4.2,69.41,24.500000000000004,73.61,28.496811270872218,0.6150228637722961,6.569999999999993,2.9099999999999966,7.19,7.163682923515819,0.5572354299687527
5,2018090900,1772,50,23.5,36.33,24.29,3.9,60.870000000000005,9.030000000000001,61.54,26.15990138833861,0.6031936797178163,-0.29000000000000625,0.3400000000000034,0.45,-0.23695320116997642,0.3788511537211613
6,2018090900,2996,34,29.7,19.98,29.21,2.78,51.019999999999996,9.689999999999998,51.93,23.877670604167704,0.7823148423802888,9.0,15.620000000000005,18.03,11.75693818601964,13.666905449643753
7,2018090900,3851,45,23.54,30.07,24.0,3.23,56.71,-15.619999999999997,58.82,25.104560321743556,0.7253871839379308,12.019999999999996,0.9799999999999969,12.06,11.328571914314857,4.136827609656574
8,2018090900,4464,27,23.95,13.29,24.71,3.84,65.02000000000001,27.299999999999997,70.52,27.555650182983243,0.666454364581614,6.810000000000002,3.6499999999999986,7.73,7.691877481565517,0.7290130459444117
9,2018090901,313,62,23.14,48.61,23.72,4.13,58.92999999999999,1.7900000000000027,58.96,26.3061993805435,0.5426868719868694,14.079999999999998,-3.8100000000000023,14.59,13.957165875169604,-4.235524084124833
10,2018090901,474,53,23.91,37.96,24.38,4.0,51.21,16.16,53.7,25.26243505681905,0.5314214552083019,6.459999999999994,8.32,10.53,8.664204841713216,5.990197392923651
11,2018090901,1723,64,24.09,50.3,24.18,3.9,50.25,-9.57,51.15,24.644706097039734,0.5321785767597369,-0.5099999999999909,-8.059999999999999,8.08,1.0069736070381319,-8.013601173020525
12,2018090901,3349,39,24.11,25.38,24.32,4.25,66.67,-21.35,70.01,28.07760134437164,0.5866933209297349,3.8800000000000097,-3.7,5.36,4.823233823739475,-2.3402513926581894
13,2018090901,3463,21,27.18,5.73,27.56,4.57,45.36999999999999,-20.88,49.94,26.78048997123427,0.4080504108062381,6.090000000000003,-3.519999999999996,7.03,7.004423307969564,-0.6516459751701985
14,2018090901,3960,71,23.74,57.18,23.84,4.21,46.26,-12.98,48.05,25.250178357666496,0.4520087541972754,1.490000000000009,-10.49,10.6,4.268212278876179,-9.696715920915711
15,2018090903,407,48,29.88,34.15,29.26,4.85,73.91,10.16,74.61,30.164962905543415,0.5099792498605111,8.14,-2.270000000000003,8.45,7.754512799892774,-3.357165259348616
16,2018090903,1257,55,23.7,40.97,23.85,3.22,51.95,-23.79,57.14,24.731895965124558,0.7175083398349342,2.6700000000000017,-1.2000000000000028,2.93,2.9271001050052528,0.020638781939094925
17,2018090903,3982,67,29.81,52.82,29.92,3.89,52.190000000000005,-10.530000000000001,53.24,24.90854073779707,0.5494651599789863,6.539999999999992,-1.4400000000000013,6.7,6.695826446280985,-0.11809541697971726
18,2018090905,114,43,29.57,28.04,30.18,4.14,61.54,-17.78,64.06,27.018609058755832,0.5726952826491414,-1.5699999999999932,-2.66,3.09,-0.7699500468310891,-2.9911177021542286
19,2018090905,359,41,23.52,27.01,22.78,3.92,47.730000000000004,28.43,55.56,25.31228987044892,0.559944179696759,1.1299999999999955,6.579999999999998,6.68,4.337730381569469,5.074469042476602
20,2018090905,1735,36,23.64,21.45,22.83,4.15,55.16,2.530000000000001,55.22,25.884383004112593,0.514056065940279,-0.6300000000000097,-15.580000000000005,15.59,-1.343140166606312,-15.53420680912713
21,2018090905,1992,58,29.73,43.88,30.92,2.15,22.15,-4.550000000000001,22.61,15.585237621647892,0.6747589818688637,22.010000000000005,-1.3399999999999999,22.05,21.831866430782842,3.1165192392746595
22,2018090905,4311,55,29.46,40.96,28.56,3.98,63.67000000000001,18.179999999999996,66.21,27.0210592790275,0.6156560414665773,4.3999999999999915,1.5100000000000051,4.65,4.645820872979907,0.24391632683885378
23,2018090907,522,27,23.93,12.0,24.38,4.12,45.83,-5.649999999999999,46.18,24.728234237519032,0.45327692047947193,17.150000000000006,-13.22,21.65,18.63745127760936,-11.021548289302729
24,2018090907,1340,36,29.55,21.16,29.14,4.48,48.230000000000004,19.11,51.88,26.61897247370985,0.4350414785655024,-1.8200000000000074,8.550000000000004,8.74,1.4574383191981441,8.618864687740949
25,2018090907,2578,62,23.36,48.37,23.25,3.62,50.800000000000004,-18.61,54.1,24.46275296949102,0.6109186239117884,1.519999999999996,1.259999999999998,1.97,0.993852125693158,1.70601109057301
26,2018090907,3105,51,23.52,36.22,24.33,4.68,73.03999999999999,-14.489999999999995,74.46,29.665429426187398,0.5363231450885894,14.950000000000003,-1.8599999999999994,15.07,15.026852001074404,1.084758259468171
27,2018090909,501,50,23.93,36.15,24.57,4.71,71.32,-14.39,72.76,29.556802626087027,0.5226540641181365,4.540000000000006,3.5500000000000007,5.76,3.748052501374387,4.377633315008248
28,2018090910,3866,58,29.8,43.87,30.22,4.64,60.54,-8.61,61.15,28.10540581234569,0.4689090560847131,7.680000000000007,-2.8900000000000006,8.21,8.010304170073596,-1.7798168438266555
29,2018090912,170,47,23.72,32.08,24.44,4.62,54.44,-21.6,58.57,27.778567652875033,0.4563766330902623,-0.18999999999999773,-2.6599999999999997,2.67,0.8043776677479959,-2.5425029878777523
30,2018091000,1407,70,23.8,55.77,24.93,4.45,50.660000000000004,15.759999999999998,53.05,26.625469045411712,0.4477422836861201,-2.160000000000011,4.580000000000005,5.06,-0.7020697455231005,5.015351555136673
31,2018091001,2761,47,26.6,32.82,27.92,4.66,62.279999999999994,20.359999999999992,65.52,28.62238240855002,0.4912269578478509,7.189999999999998,5.340000000000003,8.96,8.493827838827837,2.841678876678881
32,2018091001,2840,23,26.82,9.24,26.82,4.52,41.65,5.149999999999999,41.97,25.903431129704238,0.35846209653055006,5.130000000000003,2.039999999999999,5.52,5.341208005718372,1.3949606862044308
33,2018091300,759,60,23.51,46.26,25.02,4.2,57.830000000000005,-7.18,58.27,26.408019439233755,0.5253635001191169,6.959999999999994,-1.6000000000000014,7.14,7.104595846919507,-0.7303106229620755
34,2018091300,2960,41,29.46,26.54,28.88,3.73,47.68,-8.509999999999998,48.43,23.80764600794597,0.5453674086376205,0.8700000000000045,-4.940000000000001,5.02,1.7245715465620528,-4.710623580425357
35,2018091300,3552,73,23.47,57.77,23.52,4.25,44.160000000000004,-0.25,44.16,24.999164588550407,0.4156374185420979,1.1699999999999875,0.3500000000000014,1.22,1.1680185688405675,0.3566236413043492
36,2018091600,1638,42,29.81,27.55,28.76,4.9,18.66,4.440000000000001,19.18,26.505619359921802,0.14767757965333062,9.96,-4.2500000000000036,10.83,8.706131386861314,-6.440427528675708
37,2018091600,2741,68,29.65,54.16,29.15,4.45,53.459999999999994,9.060000000000002,54.22,26.744223366341856,0.4555850994819126,6.02000000000001,1.3699999999999974,6.17,6.164540759867217,0.3448727406860892
38,2018091600,3530,62,30.12,48.1,29.33,4.52,55.32,9.79,56.18,27.18922993823747,0.4571370196234667,2.1099999999999994,5.510000000000005,5.9,3.0378800284798864,5.057961908152373
39,2018091601,2813,16,25.93,1.72,25.28,3.85,58.29,13.019999999999996,59.73,25.78662574813715,0.6016407833198757,-2.780000000000001,4.990000000000002,5.71,-1.625253641386239,5.475685585133101
40,2018091601,3005,41,25.99,26.31,25.75,4.14,44.64999999999999,-20.68,49.21,25.13695390457936,0.4728684897570766,6.1200000000000045,-7.300000000000001,9.53,8.620646210119897,-4.051684616947773
41,2018091601,3210,56,29.96,40.94,29.07,3.99,53.72,19.15,57.03,25.689872989304234,0.5563761677084833,16.540000000000006,-11.5,20.15,11.718460459407334,-16.38648079957917
42,2018091601,3533,72,23.29,57.23,23.22,4.09,50.669999999999995,-9.18,51.49,25.244584721062616,0.4986907961803784,-0.04999999999998295,8.920000000000002,8.92,-1.6395241794523043,8.769030879782486
43,2018091602,2502,35,23.76,20.23,24.44,4.99,54.33999999999999,2.8999999999999986,54.42,28.838166367016793,0.37817285206176793,6.8300000000000125,9.77,11.92,7.340595369349515,9.391672179345825
44,2018091602,4457,63,23.85,48.08,23.85,4.54,56.45,-5.93,56.76,27.317770625198026,0.457658233342062,6.439999999999998,-4.290000000000001,7.74,6.853025017618039,-3.5937508809020455
45,2018091604,138,58,23.53,43.78,23.64,4.37,58.099999999999994,-16.509999999999998,60.4,27.159439742995882,0.5089026293720676,5.489999999999995,-7.469999999999999,9.27,7.322826158940391,-5.684885761589404
46,2018091604,423,37,23.6,22.42,23.71,3.01,49.739999999999995,-5.820000000000004,50.08,23.154730732814134,0.7185518132834156,28.290000000000006,-17.999999999999996,33.53,30.18978833865815,-14.590099840255583
47,2018091605,373,32,23.93,17.32,24.33,3.15,50.88,-22.089999999999996,55.47,24.374209424065146,0.722465434802475,2.0999999999999943,-0.8000000000000003,2.25,2.2448170182080354,0.10248783126013797
48,2018091605,3318,42,23.68,26.26,23.12,3.41,46.489999999999995,26.2,53.36,24.035143709302872,0.6510505629132389,3.8700000000000045,5.670000000000002,6.86,6.155740254872568,3.0398107196401787
49,2018091605,3712,50,23.49,35.2,23.59,3.67,67.76,-16.37,69.71,27.318611521806528,0.6952970649169827,6.3799999999999955,-7.969999999999999,10.21,8.073127241428773,-6.2488394778367535
50,2018091606,741,35,29.54,20.87,29.33,4.48,50.870000000000005,23.160000000000004,55.89,27.02039577045747,0.4617048001277374,11.049999999999983,-3.6200000000000045,11.63,8.557421721238128,-7.873812846663086
51,2018091606,1028,65,29.37,51.29,29.65,3.92,57.279999999999994,15.650000000000006,59.38,25.87055181920628,0.585529032760238,1.5100000000000051,-0.6000000000000014,1.62,1.2984641293364811,-0.9767514314584063
52,2018091606,1210,57,29.85,41.79,30.84,4.49,52.82,1.7500000000000036,52.85,26.750318092840985,0.44001724747538556,-7.280000000000001,9.649999999999999,12.09,-6.956331125827815,9.885581835383158
53,2018091607,2357,72,23.38,57.96,24.73,4.14,44.12,-1.4100000000000001,44.14,24.5815569591152,0.43373313441965305,-2.6099999999999994,-1.0100000000000016,2.8,-2.5765541458994106,-1.0929157227005
54,2018091608,726,64,23.73,49.91,23.99,4.15,56.3,-6.539999999999999,56.68,26.066978397205517,0.5239514575561768,2.930000000000007,-1.3999999999999986,3.25,3.0718948482710013,-1.0525370501058553
55,2018091608,2536,57,26.21,42.62,26.15,4.01,43.85999999999999,11.110000000000007,45.25,24.240211359076135,0.4655194259509979,1.9300000000000068,-2.3800000000000097,3.06,1.2863646408839815,-2.780753591160232
56,2018091608,3900,51,23.54,35.57,24.54,4.69,72.17000000000002,-9.14,72.75,29.49910251550051,0.5258372545653045,2.4199999999999875,8.57,8.91,1.3240082474226686,8.805714089347079
57,2018091609,280,50,23.53,35.88,24.32,5.05,68.36000000000001,20.4,71.34,30.4878645082262,0.46335592541929826,5.349999999999994,1.1799999999999997,5.48,5.463947294645355,-0.39914774320156815
58,2018091609,669,61,23.4,45.9,24.31,4.02,51.839999999999996,19.19,55.28,25.527392239065293,0.5386858027766193,5.760000000000005,3.8999999999999986,6.96,6.755416063675836,1.657771345875539
59,2018091609,2691,28,23.86,13.7,24.84,3.1,52.64,-14.24,54.53,24.176055788551512,0.7275927361557049,12.569999999999993,3.91,13.16,11.11326609205941,7.057018155143956
60,2018091610,3136,63,23.92,48.33,23.43,3.88,49.5,19.25,53.11,24.864831774940466,0.5505021893489035,9.530000000000001,-5.299999999999997,10.9,6.9612125776689915,-8.393946526077949
61,2018091611,595,44,23.6,29.39,24.39,4.79,75.64,-8.220000000000002,76.09,30.150561602798742,0.5268617434825025,4.989999999999995,5.669999999999998,7.55,4.347958995925872,6.175536864239714
62,2018091611,1273,34,29.53,20.09,29.51,3.51,53.84,-24.3,59.07,25.216052763667737,0.6673946944348003,1.9099999999999966,-5.909999999999997,6.21,4.1721245979346495,-4.601005586592178
63,2018091611,3747,61,25.18,46.32,25.27,4.32,62.73,-22.8,66.74,27.799971829953854,0.5557226521153534,8.370000000000005,-6.600000000000001,10.66,10.12181750074918,-3.3440515433023674
64,2018091612,1138,70,28.92,55.98,28.65,4.43,47.70000000000001,12.509999999999998,49.31,26.184178484581757,0.4251011928617502,0.009999999999990905,1.0700000000000003,1.07,0.28113364429121007,1.032526870817281
65,2018091612,2899,36,24.11,22.17,24.56,3.93,47.34,1.1600000000000001,47.35,24.232917548958902,0.49718924812242704,-0.730000000000004,-2.539999999999999,2.64,-0.7920718057022215,-2.521579725448785
66,2018091612,3372,62,28.94,48.39,28.74,4.21,55.040000000000006,16.420000000000005,57.44,26.33360497569763,0.5181100527548052,-2.3100000000000023,0.11999999999999744,2.31,-2.1791782729805047,0.7753307799442882
67,2018091613,611,55,29.84,40.34,29.47,4.82,67.39,0.5300000000000011,67.39,29.333375122448125,0.4766354959995825,12.420000000000002,9.979999999999997,15.93,12.498489390117228,9.882320819112623
68,2018091613,778,51,23.42,36.55,23.39,3.99,48.05,18.53,51.5,24.945352951467612,0.5174217496756922,2.930000000000007,-3.980000000000004,4.94,1.3016912621359271,-4.7676097087378695
69,2018091613,1035,47,29.89,32.43,29.74,3.94,55.02,16.38,57.41,25.624991806447408,0.5686271472750889,0.46999999999999886,-0.12999999999999545,0.49,0.4133426232363703,-0.2586866399581908
70,2018091700,1108,19,29.47,5.2,30.74,4.49,60.879999999999995,14.600000000000005,62.61,27.775466555730286,0.5020373171667951,6.570000000000007,7.859999999999999,10.24,8.221332055582181,6.110761859127932
71,2018091700,3889,72,23.93,57.64,23.84,4.61,46.870000000000005,9.629999999999999,47.85,26.75863461661717,0.3878975774803841,5.179999999999993,0.4200000000000017,5.2,5.158436781609189,-0.6310971786833822
72,2018092000,202,35,29.34,20.43,30.92,3.93,56.62,0.6099999999999994,56.62,25.487975436483524,0.5652518269972695,7.390000000000001,2.049999999999997,7.67,7.412085835393854,1.9703832567997146
73,2018092000,370,62,29.64,48.44,29.84,4.14,53.260000000000005,16.94,55.89,25.938932148413514,0.5204531907002846,6.179999999999993,4.009999999999998,7.37,7.104601896582566,1.9481731973519416
74,2018092000,1722,69,29.08,55.15,29.32,4.63,46.77,-7.659999999999997,47.39,26.801893901395836,0.3818917127260785,-1.4300000000000068,9.739999999999995,9.84,-2.9856404304705686,9.381430681578387
75,2018092000,4219,75,23.77,60.79,23.66,3.79,43.64000000000001,13.040000000000003,45.55,23.570745960746333,0.5098892363019442,1.5,8.21,8.35,3.787451152579584,7.436320526893526
76,2018092300,382,40,23.87,25.94,24.59,3.73,51.120000000000005,-13.32,52.83,24.470958577161568,0.5787897041031032,9.340000000000003,5.640000000000001,10.91,7.615672913117551,7.812333901192506
77,2018092300,1022,66,23.92,52.54,22.88,3.54,55.699999999999996,10.500000000000004,56.68,24.800149809993812,0.6456130127317261,11.780000000000001,4.0,12.44,12.317325335215243,1.7485885673959056
78,2018092300,1976,49,30.03,35.51,30.52,5.04,67.07,-18.64,69.61,30.295462489954197,0.4558936157877687,-2.0600000000000023,-14.010000000000002,14.16,1.7667317914092788,-14.05041086050855
79,2018092301,968,48,29.39,32.74,29.1,3.47,52.28000000000001,7.899999999999999,52.87,24.01636609538507,0.6344136818484315,1.1099999999999852,8.450000000000003,8.52,2.360238320408535,8.189843011159454
80,2018092301,1207,21,23.72,5.59,24.0,3.07,52.7,7.239999999999998,53.19,23.873525519668878,0.7257299674800234,3.969999999999999,17.63,18.07,6.333149088174467,16.927208121827412
81,2018092301,1577,44,29.69,29.65,28.92,2.84,51.36000000000001,15.159999999999997,53.55,24.215543811897582,0.7786582845004186,4.8999999999999915,3.6799999999999997,6.13,5.741415499533139,2.142311858076567
82,2018092301,2247,25,29.77,10.19,28.99,3.22,50.510000000000005,17.91,53.59,23.9531672827948,0.6948082041246986,-0.6700000000000017,7.109999999999999,7.14,1.744698637805559,6.925280835976862
83,2018092301,3243,68,29.52,53.88,28.61,3.87,50.919999999999995,22.590000000000003,55.71,25.217105075621653,0.5708565195743203,1.740000000000009,0.5399999999999991,1.82,1.809359181475506,-0.2119870759289222
84,2018092302,1884,60,23.57,45.79,23.62,3.49,51.309999999999995,7.32,51.83,23.85743486538369,0.6224895069032673,11.900000000000006,0.0400000000000027,11.9,11.786258923403441,-1.6410495851823252
85,2018092303,2178,47,26.03,32.51,26.68,3.91,43.279999999999994,-6.710000000000001,43.8,23.72908505691504,0.4720808243949199,10.02000000000001,-2.3200000000000003,10.29,10.256456621004576,-0.7574292237442906
86,2018092304,222,58,25.96,44.07,25.97,4.08,65.1,-4.189999999999998,65.23,27.056784312254795,0.5908959805987701,4.659999999999997,-3.870000000000001,6.06,4.899299402115587,-3.562955695232256
87,2018092304,881,55,29.39,40.73,28.75,4.29,58.70000000000001,17.130000000000003,61.15,27.017589226864278,0.5275851644049003,7.950000000000003,5.199999999999996,9.5,9.08816026165168,2.7646197874080083
88,2018092304,1431,38,29.45,23.91,29.96,4.49,63.099999999999994,-9.380000000000003,63.79,27.908330627047736,0.5090640188634582,2.740000000000009,-1.509999999999998,3.13,2.9324000627057614,-1.0907634425458501
89,2018092304,1670,56,29.8,41.99,29.93,4.38,67.22,-23.010000000000005,71.05,28.499847228508266,0.56917712776328,0.0,0.0,0.0,0.0,0.0
90,2018092304,2716,60,26.6,45.99,26.71,4.62,44.74,8.410000000000004,45.52,26.608420280396217,0.3702893200342646,6.459999999999994,2.799999999999997,7.04,6.866616871704738,1.5585105448154637
