gameId,playId,x_fb,y_fb,x_land,y_land,NF_avg,Field_avg,FC_avg,R_avg,R_len,x_exp_bounce,y_exp_bounce,x_to_ez,y_to_oob,y_rat,x_exp_notb,p_tb,ex_ntb,Field_Val,kickerId
2020091311,405,45,23.64,97,5.17,0.3555326044559479,0.6444673899561167,0.1034544183976091,0.5410129715585076,6.865606278402439,5.605696598838281,3.935679571552465,13,-5.169999999999998,-1.3136232017894292,5.605696598838281,0.0654127419618318,4.126406073929534,94.5898953066777,29141.0
2020091311,569,38,23.63,88,2.17,0.2856272056698799,0.7143727913498878,0.1265177136543955,0.5878550776954924,6.481814033812816,6.004553092735138,3.899596754971005,22,-2.169999999999998,-0.556467793043933,6.004553092735138,0.0013929011237635,4.339218219665793,85.42982718333171,29141.0
2020091311,986,33,23.86,84,2.17,0.3565222054719925,0.643477800488472,0.088769506588027,0.5547082939004451,6.489820369911824,6.263433469221933,4.039629930713415,26,-2.169999999999998,-0.5371779190716035,6.263433469221933,0.0002352084053299,4.520950047296176,82.01236503869308,29141.0
2020092010,875,25,29.48,76,51.17,0.2668037848547101,0.7331962138414383,0.0979943139995458,0.6352018998418925,6.479624050304189,6.302677488226674,8.542798885263743,34,2.163333333333334,0.2532347258069092,1.5960568055804614,1.025327343509754e-06,4.299203371415388,73.03117805419635,29141.0
2020092010,2348,41,23.38,93,4.17,0.2423923671245575,0.7576076306402684,0.0842661754843938,0.6733414551558745,7.536613395754367,5.927108175617908,4.180992061314994,17,-4.169999999999998,-0.9973709442271608,5.927108175617908,0.016299544284843,4.845059270933112,89.087838499329,29141.0
2020092010,2725,24,23.43,74,48.17,0.3114952526986599,0.6885047502815724,0.1097608635710679,0.5787438867105045,6.248087509284645,6.186669732226872,8.770917133408997,36,5.163333333333334,0.5886879621363494,3.642017997075272,2.641182434505621e-07,5.332557812697059,72.04502531011079,29141.0
2020092010,3701,50,23.89,101,3.17,0.5393554359674454,0.4606445547193289,0.0933574379161989,0.36728711680313,7.088159296307859,5.083989392955481,3.4664433633655425,9,-3.169999999999998,-0.9144819827439126,5.083989392955481,0.151518645971398,2.4726516060755133,98.83130203470216,29141.0
2020092710,3534,14,29.97,63,2.17,0.3571792230010033,0.6428207702934743,0.1142951250976276,0.5285256451958467,5.628666033825666,6.614140734536722,3.5518399208301297,47,-2.169999999999998,-0.61095095735419,6.614140734536722,2.9604407135350667e-10,4.743526944938946,61.71939492421296,29141.0
2020100400,169,47,29.78,99,49.17,0.3859289795160294,0.6140710093080998,0.0989909046109685,0.5150801046971313,6.6851902069777625,5.506598694245733,7.0895989795784224,11,4.163333333333334,0.5872452511525417,3.2337239331985934,0.1241203732425218,3.2099333789629183,96.36428300068354,29141.0
2020100400,698,42,29.8,95,45.17,0.1934919729828834,0.8065080337226391,0.1196454619848295,0.6868625717378096,7.184574805120469,5.952831272906445,7.278397381550931,15,8.163333333333334,1.1215839017014255,5.952831272906445,0.0518878439673515,4.916911278984192,90.96636793034938,29141.0
