gameId,playId,x_fb,y_fb,x_land,y_land,NF_avg,Field_avg,FC_avg,R_avg,R_len,x_exp_bounce,y_exp_bounce,x_to_ez,y_to_oob,y_rat,x_exp_notb,p_tb,ex_ntb
2020091300,1333,32,26.44,86.94,-0.08,0.11099548265337944,0.8890045255422593,0.3017548350414741,0.5872496905007851,5.232272914183716,5.934406951103575,3.501944449569653,23.060000000000002,0.0799999999999983,0.022844451461767,0.1355682715488583,0.0009453887758560491,3.6577912306181863
2020091301,3762,46,29.65,81.86,53.44,0.49790235310792924,0.5020976468920708,0.4017760189195532,0.10032162797251754,1.2530571008635354,5.399664799208946,8.089533233871213,28.14,-0.10666666666666202,-0.013185762834874605,5.399664799208946,2.960969513029365e-05,3.794538030866639
2020091305,548,46,23.53,81.8,-0.09,0.6261377364397049,0.3738622598350048,0.28227310666440414,0.09158915317060069,1.2155905827228175,5.895189975604497,3.0829910100854647,28.200000000000003,0.08999999999999986,0.029192430242443338,0.17209492212878552,5.4970271929258005e-05,3.7595467060437633
2020091309,270,47,29.65,89.02,53.37,0.2202644295990467,0.7797355681657792,0.33936086929888776,0.4403746988668914,2.4746069760199805,5.192760913245473,7.589691387346223,20.980000000000004,-0.03666666666666174,-0.004831114309574377,5.192760913245473,0.0015298121863659912,3.4780273023044677
2020091401,3522,40,23.93,91.0,-0.69,0.13714139237999917,0.8628586068749429,0.5863046865925741,0.27655392028236886,3.661898576317877,5.649757935052247,3.4327105102362725,19.0,0.6900000000000013,0.2010073374793579,1.1356427999277272,0.005335004094530546,3.889491009662294
2020092002,1546,55,29.69,100.33,53.64,0.5930405378341675,0.4069594644010067,0.2341553157264459,0.17280414867456081,3.2146852897852596,4.271210636576912,6.089414813144259,9.670000000000002,-0.30666666666666487,-0.05036061363478013,4.271210636576912,0.08854422816870618,2.109467709349677
2020092004,2654,55,29.57,87.36,-0.28,0.6966905355453492,0.3033094558864832,0.2632719364587646,0.04003751942771861,0.9301260822853333,4.581147355227063,1.5772000853760106,22.64,0.28000000000000114,0.17752979003500882,0.8132901280928966,0.00025184099767206256,3.2456177924603256
2020092007,2287,42,29.62,73.61,-0.2,0.8066152036190033,0.1933847909793258,0.15735296411768926,0.03603182686163653,0.92381949789425,5.454387170848421,1.6132913663927928,36.39,0.1999999999999993,0.12397016693096509,0.6761812880761932,2.2453942473439093e-07,3.8902294518469516
2020092009,3779,35,29.47,66.81,53.46,0.8320417106151581,0.16795829124748707,0.11897282898692962,0.048985462260557444,1.3962869187935247,5.707603793927577,8.916250755607642,43.19,-0.12666666666666515,-0.014206270117179183,5.707603793927577,1.619486124304658e-10,4.156942268210252
2020092700,836,56,23.61,91.12,-0.44,0.37048065662384033,0.6295193530619145,0.5555344047968122,0.07398494826510235,0.9841091948324159,4.738379026139213,2.297012723292273,18.879999999999995,0.4400000000000013,0.1915531401016169,0.9076513814486076,0.0020618333439844402,3.273193311465347
